Object,Class,Init Prop,Min Thresh,Max Thresh,Commit Prop
line36to37,overhead_line,rating.summer.continuous,,850.0,current_in_A
line36to37,overhead_line,rating.summer.continuous,,850.0,current_in_B
line36to37,overhead_line,rating.summer.continuous,,850.0,current_in_C
line36to37,overhead_line,rating.winter.continuous,,900.0,current_out_A
line36to37,overhead_line,rating.winter.continuous,,900.0,current_out_B
line36to37,overhead_line,rating.winter.continuous,,900.0,current_out_C
line36to37,overhead_line,rating.winter.continuous,,900.0,current_in_A
line36to37,overhead_line,rating.winter.continuous,,900.0,current_in_B
line36to37,overhead_line,rating.winter.continuous,,900.0,current_in_C
line36to38,overhead_line,rating.summer.continuous,,850.0,current_out_A
line36to38,overhead_line,rating.summer.continuous,,850.0,current_out_B
line36to38,overhead_line,rating.summer.continuous,,850.0,current_out_C
line36to38,overhead_line,rating.summer.continuous,,850.0,current_in_A
line36to38,overhead_line,rating.summer.continuous,,850.0,current_in_B
line36to38,overhead_line,rating.summer.continuous,,850.0,current_in_C
line36to38,overhead_line,rating.winter.continuous,,900.0,current_out_A
line36to38,overhead_line,rating.winter.continuous,,900.0,current_out_B
line36to38,overhead_line,rating.winter.continuous,,900.0,current_out_C
line36to38,overhead_line,rating.winter.continuous,,900.0,current_in_A
line36to38,overhead_line,rating.winter.continuous,,900.0,current_in_B
line36to38,overhead_line,rating.winter.continuous,,900.0,current_in_C
line38to39,overhead_line,rating.summer.continuous,,850.0,current_out_A
line38to39,overhead_line,rating.summer.continuous,,850.0,current_out_B
line38to39,overhead_line,rating.summer.continuous,,850.0,current_out_C
line38to39,overhead_line,rating.summer.continuous,,850.0,current_in_A
line38to39,overhead_line,rating.summer.continuous,,850.0,current_in_B
line38to39,overhead_line,rating.summer.continuous,,850.0,current_in_C
line38to39,overhead_line,rating.winter.continuous,,900.0,current_out_A
line38to39,overhead_line,rating.winter.continuous,,900.0,current_out_B
line38to39,overhead_line,rating.winter.continuous,,900.0,current_out_C
line38to39,overhead_line,rating.winter.continuous,,900.0,current_in_A
line38to39,overhead_line,rating.winter.continuous,,900.0,current_in_B
line38to39,overhead_line,rating.winter.continuous,,900.0,current_in_C
line40to41,overhead_line,rating.summer.continuous,,850.0,current_out_A
line40to41,overhead_line,rating.summer.continuous,,850.0,current_out_B
line40to41,overhead_line,rating.summer.continuous,,850.0,current_out_C
line40to41,overhead_line,rating.summer.continuous,,850.0,current_in_A
line40to41,overhead_line,rating.summer.continuous,,850.0,current_in_B
line40to41,overhead_line,rating.summer.continuous,,850.0,current_in_C
line40to41,overhead_line,rating.winter.continuous,,900.0,current_out_A
line40to41,overhead_line,rating.winter.continuous,,900.0,current_out_B
line40to41,overhead_line,rating.winter.continuous,,900.0,current_out_C
line40to41,overhead_line,rating.winter.continuous,,900.0,current_in_A
line40to41,overhead_line,rating.winter.continuous,,900.0,current_in_B
line40to41,overhead_line,rating.winter.continuous,,900.0,current_in_C
line40to42,overhead_line,rating.summer.continuous,,850.0,current_out_A
line40to42,overhead_line,rating.summer.continuous,,850.0,current_out_B
line40to42,overhead_line,rating.summer.continuous,,850.0,current_out_C
line40to42,overhead_line,rating.summer.continuous,,850.0,current_in_A
line40to42,overhead_line,rating.summer.continuous,,850.0,current_in_B
line40to42,overhead_line,rating.summer.continuous,,850.0,current_in_C
line40to42,overhead_line,rating.winter.continuous,,900.0,current_out_A
line40to42,overhead_line,rating.winter.continuous,,900.0,current_out_B
line40to42,overhead_line,rating.winter.continuous,,900.0,current_out_C
line40to42,overhead_line,rating.winter.continuous,,900.0,current_in_A
line40to42,overhead_line,rating.winter.continuous,,900.0,current_in_B
line40to42,overhead_line,rating.winter.continuous,,900.0,current_in_C
line42to43,overhead_line,rating.summer.continuous,,850.0,current_out_A
line42to43,overhead_line,rating.summer.continuous,,850.0,current_out_B
line42to43,overhead_line,rating.summer.continuous,,850.0,current_out_C
line42to43,overhead_line,rating.summer.continuous,,850.0,current_in_A
line42to43,overhead_line,rating.summer.continuous,,850.0,current_in_B
line42to43,overhead_line,rating.summer.continuous,,850.0,current_in_C
line42to43,overhead_line,rating.winter.continuous,,900.0,current_out_A
line42to43,overhead_line,rating.winter.continuous,,900.0,current_out_B
line42to43,overhead_line,rating.winter.continuous,,900.0,current_out_C
line42to43,overhead_line,rating.winter.continuous,,900.0,current_in_A
line42to43,overhead_line,rating.winter.continuous,,900.0,current_in_B
line42to43,overhead_line,rating.winter.continuous,,900.0,current_in_C
line42to44,overhead_line,rating.summer.continuous,,850.0,current_out_A
line42to44,overhead_line,rating.summer.continuous,,850.0,current_out_B
line42to44,overhead_line,rating.summer.continuous,,850.0,current_out_C
line42to44,overhead_line,rating.summer.continuous,,850.0,current_in_A
line42to44,overhead_line,rating.summer.continuous,,850.0,current_in_B
line42to44,overhead_line,rating.summer.continuous,,850.0,current_in_C
line42to44,overhead_line,rating.winter.continuous,,900.0,current_out_A
line42to44,overhead_line,rating.winter.continuous,,900.0,current_out_B
line42to44,overhead_line,rating.winter.continuous,,900.0,current_out_C
line42to44,overhead_line,rating.winter.continuous,,900.0,current_in_A
line42to44,overhead_line,rating.winter.continuous,,900.0,current_in_B
line42to44,overhead_line,rating.winter.continuous,,900.0,current_in_C
line44to45,overhead_line,rating.summer.continuous,,850.0,current_out_A
line44to45,overhead_line,rating.summer.continuous,,850.0,current_out_B
line44to45,overhead_line,rating.summer.continuous,,850.0,current_out_C
line44to45,overhead_line,rating.summer.continuous,,850.0,current_in_A
line44to45,overhead_line,rating.summer.continuous,,850.0,current_in_B
line44to45,overhead_line,rating.summer.continuous,,850.0,current_in_C
line44to45,overhead_line,rating.winter.continuous,,900.0,current_out_A
line44to45,overhead_line,rating.winter.continuous,,900.0,current_out_B
line44to45,overhead_line,rating.winter.continuous,,900.0,current_out_C
line44to45,overhead_line,rating.winter.continuous,,900.0,current_in_A
line44to45,overhead_line,rating.winter.continuous,,900.0,current_in_B
line44to45,overhead_line,rating.winter.continuous,,900.0,current_in_C
line44to47,overhead_line,rating.summer.continuous,,850.0,current_out_A
line44to47,overhead_line,rating.summer.continuous,,850.0,current_out_B
line44to47,overhead_line,rating.summer.continuous,,850.0,current_out_C
line44to47,overhead_line,rating.summer.continuous,,850.0,current_in_A
line44to47,overhead_line,rating.summer.continuous,,850.0,current_in_B
line44to47,overhead_line,rating.summer.continuous,,850.0,current_in_C
line44to47,overhead_line,rating.winter.continuous,,900.0,current_out_A
line44to47,overhead_line,rating.winter.continuous,,900.0,current_out_B
line44to47,overhead_line,rating.winter.continuous,,900.0,current_out_C
line44to47,overhead_line,rating.winter.continuous,,900.0,current_in_A
line44to47,overhead_line,rating.winter.continuous,,900.0,current_in_B
line44to47,overhead_line,rating.winter.continuous,,900.0,current_in_C
line45to46,overhead_line,rating.summer.continuous,,850.0,current_out_A
line45to46,overhead_line,rating.summer.continuous,,850.0,current_out_B
line45to46,overhead_line,rating.summer.continuous,,850.0,current_out_C
line45to46,overhead_line,rating.summer.continuous,,850.0,current_in_A
line45to46,overhead_line,rating.summer.continuous,,850.0,current_in_B
line45to46,overhead_line,rating.summer.continuous,,850.0,current_in_C
line45to46,overhead_line,rating.winter.continuous,,900.0,current_out_A
line45to46,overhead_line,rating.winter.continuous,,900.0,current_out_B
line45to46,overhead_line,rating.winter.continuous,,900.0,current_out_C
line45to46,overhead_line,rating.winter.continuous,,900.0,current_in_A
line45to46,overhead_line,rating.winter.continuous,,900.0,current_in_B
line45to46,overhead_line,rating.winter.continuous,,900.0,current_in_C
line47to48,overhead_line,rating.summer.continuous,,850.0,current_out_A
line47to48,overhead_line,rating.summer.continuous,,850.0,current_out_B
line47to48,overhead_line,rating.summer.continuous,,850.0,current_out_C
line47to48,overhead_line,rating.summer.continuous,,850.0,current_in_A
line47to48,overhead_line,rating.summer.continuous,,850.0,current_in_B
line47to48,overhead_line,rating.summer.continuous,,850.0,current_in_C
line47to48,overhead_line,rating.winter.continuous,,900.0,current_out_A
line47to48,overhead_line,rating.winter.continuous,,900.0,current_out_B
line47to48,overhead_line,rating.winter.continuous,,900.0,current_out_C
line47to48,overhead_line,rating.winter.continuous,,900.0,current_in_A
line47to48,overhead_line,rating.winter.continuous,,900.0,current_in_B
line47to48,overhead_line,rating.winter.continuous,,900.0,current_in_C
line47to49,overhead_line,rating.summer.continuous,,850.0,current_out_A
line47to49,overhead_line,rating.summer.continuous,,850.0,current_out_B
line47to49,overhead_line,rating.summer.continuous,,850.0,current_out_C
line47to49,overhead_line,rating.summer.continuous,,850.0,current_in_A
line47to49,overhead_line,rating.summer.continuous,,850.0,current_in_B
line47to49,overhead_line,rating.summer.continuous,,850.0,current_in_C
line47to49,overhead_line,rating.winter.continuous,,900.0,current_out_A
line47to49,overhead_line,rating.winter.continuous,,900.0,current_out_B
line47to49,overhead_line,rating.winter.continuous,,900.0,current_out_C
line47to49,overhead_line,rating.winter.continuous,,900.0,current_in_A
line47to49,overhead_line,rating.winter.continuous,,900.0,current_in_B
line47to49,overhead_line,rating.winter.continuous,,900.0,current_in_C
line49to50,overhead_line,rating.summer.continuous,,850.0,current_out_A
line49to50,overhead_line,rating.summer.continuous,,850.0,current_out_B
line49to50,overhead_line,rating.summer.continuous,,850.0,current_out_C
line49to50,overhead_line,rating.summer.continuous,,850.0,current_in_A
line49to50,overhead_line,rating.summer.continuous,,850.0,current_in_B
line49to50,overhead_line,rating.summer.continuous,,850.0,current_in_C
line49to50,overhead_line,rating.winter.continuous,,900.0,current_out_A
line49to50,overhead_line,rating.winter.continuous,,900.0,current_out_B
line49to50,overhead_line,rating.winter.continuous,,900.0,current_out_C
line49to50,overhead_line,rating.winter.continuous,,900.0,current_in_A
line49to50,overhead_line,rating.winter.continuous,,900.0,current_in_B
line49to50,overhead_line,rating.winter.continuous,,900.0,current_in_C
line50to51,overhead_line,rating.summer.continuous,,850.0,current_out_A
line50to51,overhead_line,rating.summer.continuous,,850.0,current_out_B
line50to51,overhead_line,rating.summer.continuous,,850.0,current_out_C
line50to51,overhead_line,rating.summer.continuous,,850.0,current_in_A
line50to51,overhead_line,rating.summer.continuous,,850.0,current_in_B
line50to51,overhead_line,rating.summer.continuous,,850.0,current_in_C
line50to51,overhead_line,rating.winter.continuous,,900.0,current_out_A
line50to51,overhead_line,rating.winter.continuous,,900.0,current_out_B
line50to51,overhead_line,rating.winter.continuous,,900.0,current_out_C
line50to51,overhead_line,rating.winter.continuous,,900.0,current_in_A
line50to51,overhead_line,rating.winter.continuous,,900.0,current_in_B
line50to51,overhead_line,rating.winter.continuous,,900.0,current_in_C
line51to151,overhead_line,rating.summer.continuous,,850.0,current_out_A
line51to151,overhead_line,rating.summer.continuous,,850.0,current_out_B
line51to151,overhead_line,rating.summer.continuous,,850.0,current_out_C
line51to151,overhead_line,rating.summer.continuous,,850.0,current_in_A
line51to151,overhead_line,rating.summer.continuous,,850.0,current_in_B
line51to151,overhead_line,rating.summer.continuous,,850.0,current_in_C
line51to151,overhead_line,rating.winter.continuous,,900.0,current_out_A
line51to151,overhead_line,rating.winter.continuous,,900.0,current_out_B
line51to151,overhead_line,rating.winter.continuous,,900.0,current_out_C
line51to151,overhead_line,rating.winter.continuous,,900.0,current_in_A
line51to151,overhead_line,rating.winter.continuous,,900.0,current_in_B
line51to151,overhead_line,rating.winter.continuous,,900.0,current_in_C
line52to53,overhead_line,rating.summer.continuous,,850.0,current_out_A
line52to53,overhead_line,rating.summer.continuous,,850.0,current_out_B
line52to53,overhead_line,rating.summer.continuous,,850.0,current_out_C
line52to53,overhead_line,rating.summer.continuous,,850.0,current_in_A
line52to53,overhead_line,rating.summer.continuous,,850.0,current_in_B
line52to53,overhead_line,rating.summer.continuous,,850.0,current_in_C
line52to53,overhead_line,rating.winter.continuous,,900.0,current_out_A
line52to53,overhead_line,rating.winter.continuous,,900.0,current_out_B
line52to53,overhead_line,rating.winter.continuous,,900.0,current_out_C
line52to53,overhead_line,rating.winter.continuous,,900.0,current_in_A
line52to53,overhead_line,rating.winter.continuous,,900.0,current_in_B
line52to53,overhead_line,rating.winter.continuous,,900.0,current_in_C
line53to54,overhead_line,rating.summer.continuous,,850.0,current_out_A
line53to54,overhead_line,rating.summer.continuous,,850.0,current_out_B
line53to54,overhead_line,rating.summer.continuous,,850.0,current_out_C
line53to54,overhead_line,rating.summer.continuous,,850.0,current_in_A
line53to54,overhead_line,rating.summer.continuous,,850.0,current_in_B
line53to54,overhead_line,rating.summer.continuous,,850.0,current_in_C
line53to54,overhead_line,rating.winter.continuous,,900.0,current_out_A
line53to54,overhead_line,rating.winter.continuous,,900.0,current_out_B
line53to54,overhead_line,rating.winter.continuous,,900.0,current_out_C
line53to54,overhead_line,rating.winter.continuous,,900.0,current_in_A
line53to54,overhead_line,rating.winter.continuous,,900.0,current_in_B
line53to54,overhead_line,rating.winter.continuous,,900.0,current_in_C
line54to55,overhead_line,rating.summer.continuous,,850.0,current_out_A
line54to55,overhead_line,rating.summer.continuous,,850.0,current_out_B
line54to55,overhead_line,rating.summer.continuous,,850.0,current_out_C
line54to55,overhead_line,rating.summer.continuous,,850.0,current_in_A
line54to55,overhead_line,rating.summer.continuous,,850.0,current_in_B
line54to55,overhead_line,rating.summer.continuous,,850.0,current_in_C
line54to55,overhead_line,rating.winter.continuous,,900.0,current_out_A
line54to55,overhead_line,rating.winter.continuous,,900.0,current_out_B
line54to55,overhead_line,rating.winter.continuous,,900.0,current_out_C
line54to55,overhead_line,rating.winter.continuous,,900.0,current_in_A
line54to55,overhead_line,rating.winter.continuous,,900.0,current_in_B
line54to55,overhead_line,rating.winter.continuous,,900.0,current_in_C
line54to57,overhead_line,rating.summer.continuous,,850.0,current_out_A
line54to57,overhead_line,rating.summer.continuous,,850.0,current_out_B
line54to57,overhead_line,rating.summer.continuous,,850.0,current_out_C
line54to57,overhead_line,rating.summer.continuous,,850.0,current_in_A
line54to57,overhead_line,rating.summer.continuous,,850.0,current_in_B
line54to57,overhead_line,rating.summer.continuous,,850.0,current_in_C
line54to57,overhead_line,rating.winter.continuous,,900.0,current_out_A
line54to57,overhead_line,rating.winter.continuous,,900.0,current_out_B
line54to57,overhead_line,rating.winter.continuous,,900.0,current_out_C
line54to57,overhead_line,rating.winter.continuous,,900.0,current_in_A
line54to57,overhead_line,rating.winter.continuous,,900.0,current_in_B
line54to57,overhead_line,rating.winter.continuous,,900.0,current_in_C
line55to56,overhead_line,rating.summer.continuous,,850.0,current_out_A
line55to56,overhead_line,rating.summer.continuous,,850.0,current_out_B
line55to56,overhead_line,rating.summer.continuous,,850.0,current_out_C
line55to56,overhead_line,rating.summer.continuous,,850.0,current_in_A
line55to56,overhead_line,rating.summer.continuous,,850.0,current_in_B
line55to56,overhead_line,rating.summer.continuous,,850.0,current_in_C
line55to56,overhead_line,rating.winter.continuous,,900.0,current_out_A
line55to56,overhead_line,rating.winter.continuous,,900.0,current_out_B
line55to56,overhead_line,rating.winter.continuous,,900.0,current_out_C
line55to56,overhead_line,rating.winter.continuous,,900.0,current_in_A
line55to56,overhead_line,rating.winter.continuous,,900.0,current_in_B
line55to56,overhead_line,rating.winter.continuous,,900.0,current_in_C
line57to58,overhead_line,rating.summer.continuous,,850.0,current_out_A
line57to58,overhead_line,rating.summer.continuous,,850.0,current_out_B
line57to58,overhead_line,rating.summer.continuous,,850.0,current_out_C
line57to58,overhead_line,rating.summer.continuous,,850.0,current_in_A
line57to58,overhead_line,rating.summer.continuous,,850.0,current_in_B
line57to58,overhead_line,rating.summer.continuous,,850.0,current_in_C
line57to58,overhead_line,rating.winter.continuous,,900.0,current_out_A
line57to58,overhead_line,rating.winter.continuous,,900.0,current_out_B
line57to58,overhead_line,rating.winter.continuous,,900.0,current_out_C
line57to58,overhead_line,rating.winter.continuous,,900.0,current_in_A
line57to58,overhead_line,rating.winter.continuous,,900.0,current_in_B
line57to58,overhead_line,rating.winter.continuous,,900.0,current_in_C
line57to60,overhead_line,rating.summer.continuous,,850.0,current_out_A
line57to60,overhead_line,rating.summer.continuous,,850.0,current_out_B
line57to60,overhead_line,rating.summer.continuous,,850.0,current_out_C
line57to60,overhead_line,rating.summer.continuous,,850.0,current_in_A
line57to60,overhead_line,rating.summer.continuous,,850.0,current_in_B
line57to60,overhead_line,rating.summer.continuous,,850.0,current_in_C
line57to60,overhead_line,rating.winter.continuous,,900.0,current_out_A
line57to60,overhead_line,rating.winter.continuous,,900.0,current_out_B
line57to60,overhead_line,rating.winter.continuous,,900.0,current_out_C
line57to60,overhead_line,rating.winter.continuous,,900.0,current_in_A
line57to60,overhead_line,rating.winter.continuous,,900.0,current_in_B
line57to60,overhead_line,rating.winter.continuous,,900.0,current_in_C
line58to59,overhead_line,rating.summer.continuous,,850.0,current_out_A
line58to59,overhead_line,rating.summer.continuous,,850.0,current_out_B
line58to59,overhead_line,rating.summer.continuous,,850.0,current_out_C
line58to59,overhead_line,rating.summer.continuous,,850.0,current_in_A
line58to59,overhead_line,rating.summer.continuous,,850.0,current_in_B
line58to59,overhead_line,rating.summer.continuous,,850.0,current_in_C
line58to59,overhead_line,rating.winter.continuous,,900.0,current_out_A
line58to59,overhead_line,rating.winter.continuous,,900.0,current_out_B
line58to59,overhead_line,rating.winter.continuous,,900.0,current_out_C
line58to59,overhead_line,rating.winter.continuous,,900.0,current_in_A
line58to59,overhead_line,rating.winter.continuous,,900.0,current_in_B
line58to59,overhead_line,rating.winter.continuous,,900.0,current_in_C
line60to61,overhead_line,rating.summer.continuous,,850.0,current_out_A
line60to61,overhead_line,rating.summer.continuous,,850.0,current_out_B
line60to61,overhead_line,rating.summer.continuous,,850.0,current_out_C
line60to61,overhead_line,rating.summer.continuous,,850.0,current_in_A
line60to61,overhead_line,rating.summer.continuous,,850.0,current_in_B
line60to61,overhead_line,rating.summer.continuous,,850.0,current_in_C
line60to61,overhead_line,rating.winter.continuous,,900.0,current_out_A
line60to61,overhead_line,rating.winter.continuous,,900.0,current_out_B
line60to61,overhead_line,rating.winter.continuous,,900.0,current_out_C
line60to61,overhead_line,rating.winter.continuous,,900.0,current_in_A
line60to61,overhead_line,rating.winter.continuous,,900.0,current_in_B
line60to61,overhead_line,rating.winter.continuous,,900.0,current_in_C
line60to62,underground_line,rating.summer.continuous,,900.0,current_out_A
line60to62,underground_line,rating.summer.continuous,,900.0,current_out_B
line60to62,underground_line,rating.summer.continuous,,900.0,current_out_C
line60to62,underground_line,rating.summer.continuous,,900.0,current_in_A
line60to62,underground_line,rating.summer.continuous,,900.0,current_in_B
line60to62,underground_line,rating.summer.continuous,,900.0,current_in_C
line60to62,underground_line,rating.winter.continuous,,900.0,current_out_A
line60to62,underground_line,rating.winter.continuous,,900.0,current_out_B
line60to62,underground_line,rating.winter.continuous,,900.0,current_out_C
line60to62,underground_line,rating.winter.continuous,,900.0,current_in_A
line60to62,underground_line,rating.winter.continuous,,900.0,current_in_B
line60to62,underground_line,rating.winter.continuous,,900.0,current_in_C
line62to63,underground_line,rating.summer.continuous,,900.0,current_out_A
line62to63,underground_line,rating.summer.continuous,,900.0,current_out_B
line62to63,underground_line,rating.summer.continuous,,900.0,current_out_C
line62to63,underground_line,rating.summer.continuous,,900.0,current_in_A
line62to63,underground_line,rating.summer.continuous,,900.0,current_in_B
line62to63,underground_line,rating.summer.continuous,,900.0,current_in_C
line62to63,underground_line,rating.winter.continuous,,900.0,current_out_A
line62to63,underground_line,rating.winter.continuous,,900.0,current_out_B
line62to63,underground_line,rating.winter.continuous,,900.0,current_out_C
line62to63,underground_line,rating.winter.continuous,,900.0,current_in_A
line62to63,underground_line,rating.winter.continuous,,900.0,current_in_B
line62to63,underground_line,rating.winter.continuous,,900.0,current_in_C
line63to64,underground_line,rating.summer.continuous,,900.0,current_out_A
line63to64,underground_line,rating.summer.continuous,,900.0,current_out_B
line63to64,underground_line,rating.summer.continuous,,900.0,current_out_C
line63to64,underground_line,rating.summer.continuous,,900.0,current_in_A
line63to64,underground_line,rating.summer.continuous,,900.0,current_in_B
line63to64,underground_line,rating.summer.continuous,,900.0,current_in_C
line63to64,underground_line,rating.winter.continuous,,900.0,current_out_A
line63to64,underground_line,rating.winter.continuous,,900.0,current_out_B
line63to64,underground_line,rating.winter.continuous,,900.0,current_out_C
line63to64,underground_line,rating.winter.continuous,,900.0,current_in_A
line63to64,underground_line,rating.winter.continuous,,900.0,current_in_B
line63to64,underground_line,rating.winter.continuous,,900.0,current_in_C
line64to65,underground_line,rating.summer.continuous,,900.0,current_out_A
line64to65,underground_line,rating.summer.continuous,,900.0,current_out_B
line64to65,underground_line,rating.summer.continuous,,900.0,current_out_C
line64to65,underground_line,rating.summer.continuous,,900.0,current_in_A
line64to65,underground_line,rating.summer.continuous,,900.0,current_in_B
line64to65,underground_line,rating.summer.continuous,,900.0,current_in_C
line64to65,underground_line,rating.winter.continuous,,900.0,current_out_A
line64to65,underground_line,rating.winter.continuous,,900.0,current_out_B
line64to65,underground_line,rating.winter.continuous,,900.0,current_out_C
line64to65,underground_line,rating.winter.continuous,,900.0,current_in_A
line64to65,underground_line,rating.winter.continuous,,900.0,current_in_B
line64to65,underground_line,rating.winter.continuous,,900.0,current_in_C
line65to66,underground_line,rating.summer.continuous,,900.0,current_out_A
line65to66,underground_line,rating.summer.continuous,,900.0,current_out_B
line65to66,underground_line,rating.summer.continuous,,900.0,current_out_C
line65to66,underground_line,rating.summer.continuous,,900.0,current_in_A
line65to66,underground_line,rating.summer.continuous,,900.0,current_in_B
line65to66,underground_line,rating.summer.continuous,,900.0,current_in_C
line65to66,underground_line,rating.winter.continuous,,900.0,current_out_A
line65to66,underground_line,rating.winter.continuous,,900.0,current_out_B
line65to66,underground_line,rating.winter.continuous,,900.0,current_out_C
line65to66,underground_line,rating.winter.continuous,,900.0,current_in_A
line65to66,underground_line,rating.winter.continuous,,900.0,current_in_B
line65to66,underground_line,rating.winter.continuous,,900.0,current_in_C
line67to68,overhead_line,rating.summer.continuous,,850.0,current_out_A
line67to68,overhead_line,rating.summer.continuous,,850.0,current_out_B
line67to68,overhead_line,rating.summer.continuous,,850.0,current_out_C
line67to68,overhead_line,rating.summer.continuous,,850.0,current_in_A
line67to68,overhead_line,rating.summer.continuous,,850.0,current_in_B
line67to68,overhead_line,rating.summer.continuous,,850.0,current_in_C
line67to68,overhead_line,rating.winter.continuous,,900.0,current_out_A
line67to68,overhead_line,rating.winter.continuous,,900.0,current_out_B
line67to68,overhead_line,rating.winter.continuous,,900.0,current_out_C
line67to68,overhead_line,rating.winter.continuous,,900.0,current_in_A
line67to68,overhead_line,rating.winter.continuous,,900.0,current_in_B
line67to68,overhead_line,rating.winter.continuous,,900.0,current_in_C
line67to72,overhead_line,rating.summer.continuous,,850.0,current_out_A
line67to72,overhead_line,rating.summer.continuous,,850.0,current_out_B
line67to72,overhead_line,rating.summer.continuous,,850.0,current_out_C
line67to72,overhead_line,rating.summer.continuous,,850.0,current_in_A
line67to72,overhead_line,rating.summer.continuous,,850.0,current_in_B
line67to72,overhead_line,rating.summer.continuous,,850.0,current_in_C
line67to72,overhead_line,rating.winter.continuous,,900.0,current_out_A
line67to72,overhead_line,rating.winter.continuous,,900.0,current_out_B
line67to72,overhead_line,rating.winter.continuous,,900.0,current_out_C
line67to72,overhead_line,rating.winter.continuous,,900.0,current_in_A
line67to72,overhead_line,rating.winter.continuous,,900.0,current_in_B
line67to72,overhead_line,rating.winter.continuous,,900.0,current_in_C
line67to97,overhead_line,rating.summer.continuous,,850.0,current_out_A
line67to97,overhead_line,rating.summer.continuous,,850.0,current_out_B
line67to97,overhead_line,rating.summer.continuous,,850.0,current_out_C
line67to97,overhead_line,rating.summer.continuous,,850.0,current_in_A
line67to97,overhead_line,rating.summer.continuous,,850.0,current_in_B
line67to97,overhead_line,rating.summer.continuous,,850.0,current_in_C
line67to97,overhead_line,rating.winter.continuous,,900.0,current_out_A
line67to97,overhead_line,rating.winter.continuous,,900.0,current_out_B
line67to97,overhead_line,rating.winter.continuous,,900.0,current_out_C
line67to97,overhead_line,rating.winter.continuous,,900.0,current_in_A
line67to97,overhead_line,rating.winter.continuous,,900.0,current_in_B
line67to97,overhead_line,rating.winter.continuous,,900.0,current_in_C
line68to69,overhead_line,rating.summer.continuous,,850.0,current_out_A
line68to69,overhead_line,rating.summer.continuous,,850.0,current_out_B
line68to69,overhead_line,rating.summer.continuous,,850.0,current_out_C
line68to69,overhead_line,rating.summer.continuous,,850.0,current_in_A
line68to69,overhead_line,rating.summer.continuous,,850.0,current_in_B
line68to69,overhead_line,rating.summer.continuous,,850.0,current_in_C
line68to69,overhead_line,rating.winter.continuous,,900.0,current_out_A
line68to69,overhead_line,rating.winter.continuous,,900.0,current_out_B
line68to69,overhead_line,rating.winter.continuous,,900.0,current_out_C
line68to69,overhead_line,rating.winter.continuous,,900.0,current_in_A
line68to69,overhead_line,rating.winter.continuous,,900.0,current_in_B
line68to69,overhead_line,rating.winter.continuous,,900.0,current_in_C
line69to70,overhead_line,rating.summer.continuous,,850.0,current_out_A
line69to70,overhead_line,rating.summer.continuous,,850.0,current_out_B
line69to70,overhead_line,rating.summer.continuous,,850.0,current_out_C
line69to70,overhead_line,rating.summer.continuous,,850.0,current_in_A
line69to70,overhead_line,rating.summer.continuous,,850.0,current_in_B
line69to70,overhead_line,rating.summer.continuous,,850.0,current_in_C
line69to70,overhead_line,rating.winter.continuous,,900.0,current_out_A
line69to70,overhead_line,rating.winter.continuous,,900.0,current_out_B
line69to70,overhead_line,rating.winter.continuous,,900.0,current_out_C
line69to70,overhead_line,rating.winter.continuous,,900.0,current_in_A
line69to70,overhead_line,rating.winter.continuous,,900.0,current_in_B
line69to70,overhead_line,rating.winter.continuous,,900.0,current_in_C
line70to71,overhead_line,rating.summer.continuous,,850.0,current_out_A
line70to71,overhead_line,rating.summer.continuous,,850.0,current_out_B
line70to71,overhead_line,rating.summer.continuous,,850.0,current_out_C
line70to71,overhead_line,rating.summer.continuous,,850.0,current_in_A
line70to71,overhead_line,rating.summer.continuous,,850.0,current_in_B
line70to71,overhead_line,rating.summer.continuous,,850.0,current_in_C
line70to71,overhead_line,rating.winter.continuous,,900.0,current_out_A
line70to71,overhead_line,rating.winter.continuous,,900.0,current_out_B
line70to71,overhead_line,rating.winter.continuous,,900.0,current_out_C
line70to71,overhead_line,rating.winter.continuous,,900.0,current_in_A
line70to71,overhead_line,rating.winter.continuous,,900.0,current_in_B
line70to71,overhead_line,rating.winter.continuous,,900.0,current_in_C
line72to73,overhead_line,rating.summer.continuous,,850.0,current_out_A
line72to73,overhead_line,rating.summer.continuous,,850.0,current_out_B
line72to73,overhead_line,rating.summer.continuous,,850.0,current_out_C
line72to73,overhead_line,rating.summer.continuous,,850.0,current_in_A
line72to73,overhead_line,rating.summer.continuous,,850.0,current_in_B
line72to73,overhead_line,rating.summer.continuous,,850.0,current_in_C
line72to73,overhead_line,rating.winter.continuous,,900.0,current_out_A
line72to73,overhead_line,rating.winter.continuous,,900.0,current_out_B
line72to73,overhead_line,rating.winter.continuous,,900.0,current_out_C
line72to73,overhead_line,rating.winter.continuous,,900.0,current_in_A
line72to73,overhead_line,rating.winter.continuous,,900.0,current_in_B
line72to73,overhead_line,rating.winter.continuous,,900.0,current_in_C
line72to76,overhead_line,rating.summer.continuous,,850.0,current_out_A
line72to76,overhead_line,rating.summer.continuous,,850.0,current_out_B
line72to76,overhead_line,rating.summer.continuous,,850.0,current_out_C
line72to76,overhead_line,rating.summer.continuous,,850.0,current_in_A
line72to76,overhead_line,rating.summer.continuous,,850.0,current_in_B
line72to76,overhead_line,rating.summer.continuous,,850.0,current_in_C
line72to76,overhead_line,rating.winter.continuous,,900.0,current_out_A
line72to76,overhead_line,rating.winter.continuous,,900.0,current_out_B
line72to76,overhead_line,rating.winter.continuous,,900.0,current_out_C
